135.79,119.81,114.81,129.16,138.21,137.84,126.83,129.42,139.66,118.3,148.53,139.33,139.84,128.89,144.07,111.34,149.11,123.21,133.36,122.89,141.2,130.81,139.95,148.83
125.04,140.57,137.11,147.97,124.77,149.37,136.04,130.58,138.12,127.53,152.38,127.05,120.65,154.24,153.68,139.02,155.25,130.9,142.96,121.73,138.12,136.95,149.94,148.05
147.32,136.72,147.48,125.31,153.97,137.46,131.82,134.43,143.5,133.67,126.26,132.41,141.38,122.36,152.13,123.65,139.88,134.36,151.81,118.28,140.42,141.95,149.94,144.59
129.65,142.87,145.94,133.38,138.6,128.61,121.07,141.33,152.33,144.04,124.72,155.84,133.32,131.97,155.2,135.94,128.75,124.75,131.84,140.94,138.9,140.41,134.95,151.52
138.11,121.73,145.56,155.65,130.91,133.22,129.51,150.18,148.48,145.58,128.18,146.64,130.26,151.94,139.83,135.94,150.27,118.99,120.69,124.05,135.82,130.43,121.12,129.62
124.28,120.97,127.1,145.67,155.89,122.85,138.74,157.1,120.45,130.21,120.12,125.12,139.46,130.81,144.45,147.47,122.99,131.28,126.83,133.65,148.1,133.49,119.96,121.94
145.02,132.5,132.87,148.75,135.13,144.36,131.82,143.65,131.21,130.97,134.33,138.17,130.26,149.64,127.54,153.61,137.96,139.34,119.53,132.49,138.9,139.25,156.84,128.84
140.03,127.88,135.19,153.73,140.9,140.14,108,163.62,129.29,129.83,135.47,125.5,155.21,149.64,137.14,148.23,138.36,135.12,109.16,134.03,123.53,154.62,144.55,141.53
150.02,123.27,147.1,141.82,135.91,122.47,124.13,149.42,123.13,128.67,127.4,125.88,144.47,143.88,147.51,139.02,129.13,129.76,125.29,138.26,139.28,123.9,112.67,132.3
161.93,127.5,136.33,147.59,152.04,130.15,145.26,132.12,144.26,129.83,133.54,133.95,152.91,128.13,133.3,145.17,141.42,126.29,146.81,143.26,111.22,123.9,128.42,151.52
145.4,125.96,158.62,133.76,150.12,134.76,148.35,153.26,153.11,141.36,130.1,142.02,142.92,133.11,153.27,135.18,157.17,114.77,154.11,139.8,126.97,130.05,139.17,158.04
146.56,133.26,144.01,115.31,153.59,142.82,141.04,144.41,150.4,144.04,123.56,133.19,152.15,141.18,150.59,113.67,158.71,138.2,132.22,137.88,133.51,129.65,148.39,164.2
