403.48,141.49,405.47,165.28,449.1,146,454.62,146.88,416.06,161.28,444.18,175.44,445.62,153.34,440.91,150.61,446.94,167.91,424.87,159.79,428.22,157.6,420.82,147.35,440.81,174.04,454.55,170.06,451.64,165.39,456.19,165.99,435.26,166.85,439.08,153.05,427.9,186.11,460.65,160.35,457.6,174.69,435.82,149.13,445.9,173.82,457.89,149.5
405.79,156.06,454.76,155.68,437.59,159.43,453.06,148.41,426.04,148.99,444.96,169.3,438.7,158.34,422.11,165.99,452.34,176.36,444.84,155.95,453.59,169.5,437.73,176.91,435.81,148.67,441.09,165.09,450.86,150.79,451.18,173.67,450.22,164.93,434.1,181.08,429.04,186.86,458.34,177.26,450.68,154.72,449.29,162.95,425.9,168.81,439.81,174.08
405.79,165.68,441.3,146.84,438.34,165.19,445.78,165.32,448.32,160.14,452.64,161.62,454.86,155.26,446.31,156,453.09,179.81,447.93,139.43,443.21,164.53,444.65,187.68,450.02,172.51,443.79,162.78,438.57,158.08,443.89,162.15,433.34,129.22,456.38,148.07,436.36,175.74,455.28,155.73,443.36,172.41,446.98,159.5,460.11,151.9,442.51,193.66
398.47,147.24,447.84,149.14,425.26,176.34,449.22,168.38,454.85,168.57,423.44,162.76,444.09,137.99,455.51,141.4,441.96,148.69,458.7,160.96,448.58,141.08,458.47,171.55,459.25,163.27,431.89,166.23,430.14,148.87,451.57,167.52,440.24,148.8,460.21,168.04,424.45,139.99,438.76,180.32,427.62,178.56,438.13,148.74,450.88,157.69,440.59,189.05
405.01,174.14,456.68,164.14,418.37,169.8,464.22,136.5,444.48,173.19,424.22,168.16,436.78,139.9,437.85,141.01,439.26,180.98,451.77,160.96,447.05,162.58,465.76,166.54,452.33,173.65,423.43,169.29,431.67,172.29,445.42,163.29,434.87,116.53,437.16,148.82,440.95,159.96,446.44,168.03,414.94,170.85,462.72,147.96,442.42,154.6,440.98,158.7
413.86,176.81,464.75,150.31,431.8,169.41,448.08,152.64,461.78,184.73,432.28,163.54,452.16,151.03,449.76,166.38,415.43,176.75,435.25,173.64,447.83,164.14,465.76,197.66,445.43,168.64,450.33,167.76,438.96,156.16,446.2,161.38,447.16,157.25,450.98,154.58,419.84,168.42,459.9,177.65,433.38,172.77,441.58,150.27,450.88,160,438.28,157.56
436.13,181.03,451.28,151.84,438.34,135.62,457.68,170.69,444.48,179.72,438.04,174.3,433.72,153.73,450.93,162.54,435.04,167.91,434.47,182.46,444.38,157.6,444.65,182.31,431.19,174.04,447.24,167.37,446.28,160,440.42,159.07,447.55,186.07,455.21,168.43,422.15,158.82,450.66,173.04,454.9,158.56,430.85,156.02,449.35,166.14,448.26,156.78
426.93,161.06,474.73,169.5,451.8,131.78,455.76,172.99,455.63,178.94,424.61,180.84,466.37,170.25,464.36,192.1,440.4,172.13,435.64,174.78,452.81,161.44,448.1,143.12,448.1,155.6,441.87,149.32,435.12,146.17,463.08,163.68,464.82,172.6,440.25,168.04,450.18,175.74,452.97,185.33,447.59,158.56,451.21,156.02,445.12,163.83,438.28,170.61
416.55,164.9,457.82,156.46,454.86,147.14,435.79,176.05,449.49,164.73,442.27,167.38,427.96,160.26,437.85,162.15,450.39,170.22,437.17,153.64,441.29,158.74,445.4,149.63,456.56,170.2,452.64,151.62,443.58,145.79,456.94,162.54,433.34,185.29,439.47,179.56,444.42,176.87,417.62,174.17,439.91,163.17,430.85,156.41,453.58,151.15,461.73,158.31
407.71,176.06,449.75,166.45,447.18,175.56,433.87,166.85,445.26,179.33,463.79,176.61,443.31,151.81,450.15,168.3,455.78,161.76,464.06,149.06,438.23,170.67,429.27,158.86,455.42,159.44,445.71,159.69,447.03,166.92,464.64,175.98,430.64,175.69,440.61,185.31,437.11,178.01,436.45,179.18,435.69,167.79,443.14,184.84,448.96,156.91,453.66,155.26
