-4.3008,26.18,4.437,12.615,1.365,18.971,13.656,-22.21,-4.1073,11.718,11.013,-1.0989,4.838,24.951,15.328,0.49347,14.604,6.4768,13.425,9.3223,4.6679,15.45,4.972,-4.0345
1.0795,7.3486,30.56,21.836,-6.7056,-1.4004,8.6656,-4.5286,18.175,5.9478,0.25241,-18.001,19.829,11.111,-5.0249,12.386,0.78237,24.158,19.955,13.552,15.039,9.3094,24.174,-0.56508
10.3,13.879,32.471,7.2349,4.8158,5.5198,22.488,4.6922,2.8129,-10.954,24.446,-3.0099,12.519,13.43,-8.1047,10.865,-13.819,13.787,17.265,5.0922,11.199,3.1684,-3.4881,20.938
7.2206,22.711,17.869,13.005,21.347,-3.3114,21.727,-2.6177,40.847,5.1872,17.544,23.113,-2.8429,12.651,0.35551,22.386,12.693,4.5659,5.7437,13.552,21.199,-4.1415,1.8922,9.4165
-5.8407,30.781,17.498,16.456,14.037,20.9,17.886,-12.989,7.414,31.699,12.924,-2.2492,28.66,31.092,16.107,35.058,-1.5182,8.0167,4.983,6.6321,6.2078,16.23,4.5824,-10.565
10.071,15.419,29.409,-4.2865,10.196,27.041,20.187,6.2321,-12.568,24.779,17.544,-6.0897,0.99758,12.279,2.2665,24.687,13.454,23.379,6.5044,-3.368,13.128,4.3186,3.4321,-7.875
15.822,-1.8722,18.259,-6.216,19.417,-5.612,17.497,21.204,7.414,8.2669,9.8443,14.653,14.449,-5.0119,3.4167,8.1744,13.844,16.848,13.035,-9.8987,22.349,7.3985,23.785,10.196
18.123,25.401,1.3571,30.667,-5.1657,-2.1611,18.276,13.152,5.5031,1.3466,16.765,17.732,31.74,10.74,11.098,1.6437,24.215,10.707,0.36334,13.923,22.349,36.211,4.972,0.58525
21.592,11.95,13.268,-6.5871,3.6656,4.3695,0.20544,13.152,8.5644,7.0981,6.3935,11.591,2.9271,-14.622,16.868,7.0241,8.4633,10.317,13.035,12.773,24.649,4.3186,17.644,35.168
27.344,8.8885,27.09,-29.648,7.506,15.52,19.426,1.2414,18.935,-1.7331,16.375,20.033,26.731,14.951,-9.255,7.0241,16.534,-3.8943,6.894,-1.0489,4.2783,13.15,18.404,22.107
5.4511,5.4191,4.437,6.0846,32.478,4.3695,12.896,-1.0778,1.6626,10.568,13.703,1.5913,10.979,1.5187,1.1162,0.49347,16.905,9.167,15.354,18.154,12.738,8.1591,11.113,25.168
28.123,-2.6514,18.649,9.1644,23.647,-10.992,31.708,9.2934,-6.4079,-10.175,25.985,-11.08,6.3779,5.3593,-5.8041,10.865,0.003138,22.618,21.106,17.003,2.3673,26.211,20.334,-4.7951
11.221,6.1984,12.489,19.146,30.178,5.5198,15.586,-10.299,0.1227,-7.1135,41.737,20.812,-8.9839,17.641,-3.1139,-1.0465,4.6229,14.158,17.655,15.074,2.3673,4.3186,15.343,2.1251
7.3806,11.189,-14.005,3.7841,-4.405,7.0597,8.276,10.833,2.4233,-2.1042,6.0039,5.8214,-26.665,16.12,-0.034076,-3.3656,0.78237,10.707,22.256,-7.5795,0.066728,5.4689,24.174,-9.3963
-7.2206,23.49,5.9583,-1.986,6.7453,11.29,-2.8558,27.364,-7.1872,-6.3343,11.384,22.352,-12.824,9.5893,11.877,4.3339,19.985,35.29,-1.5476,16.224,28.88,10.089,24.954,19.417
3.9112,15.419,1.7468,0.31464,8.2853,6.299,7.905,8.9223,-15.258,18.248,-13.959,-0.31967,10.608,11.5,1.1162,10.085,7.3131,9.9277,14.204,20.454,4.6679,17.77,-8.8685,7.8766
14.282,-2.2618,-10.554,-1.5963,24.037,18.971,24.417,17.364,12.405,-0.19322,-0.89786,3.1312,5.6173,-3.472,2.2665,5.0946,28.445,6.0872,18.415,21.604,5.4471,-14.884,-20,-7.4853
8.5309,22.321,-9.4036,4.9343,13.666,12.05,11.356,14.303,15.095,-3.6441,-10.898,11.981,10.218,-2.7114,2.2665,19.306,38.426,24.158,20.345,11.623,4.6679,-20.264,0.74191,-4.4055
39.255,16.57,10.968,24.137,-4.0154,-4.0721,20.187,11.223,0.1227,7.4877,-0.89786,5.4317,-5.5331,-1.9507,-5.0249,31.217,22.285,10.707,1.5136,16.224,31.57,-4.9022,9.9628,-1.7153
34.264,2.7289,3.2681,-4.6761,30.178,11.29,6.365,13.152,7.414,5.1872,5.2432,21.183,13.298,3.0587,20.708,25.466,15.384,19.928,-15.778,10.083,15.429,12.389,4.1928,-14.016
13.132,21.95,-0.9434,11.855,15.577,7.0597,42.098,18.143,10.104,-8.2638,13.703,10.441,1.7583,13.04,15.328,17.395,16.534,8.7773,-12.308,8.543,-11.084,26.601,-2.3379,3.665
34.654,2.7289,8.6485,19.907,4.4448,31.642,7.1257,27.735,0.4938,8.638,-0.89786,5.0607,-5.1435,-11.172,4.5671,28.527,27.295,19.149,2.2928,-1.0489,-11.084,17.77,-19.629,10.196
19.663,13.49,15.569,11.855,22.887,6.6701,2.1349,14.674,10.883,2.1073,23.295,14.282,4.4484,-5.4015,-8.4943,7.0241,22.285,15.698,9.1946,8.9326,-1.4731,27.361,12.653,-2.8656
21.592,24.25,24.79,7.6245,0.60434,25.501,5.2148,16.603,-2.1778,10.568,15.225,26.564,-11.674,11.89,3.0457,31.996,14.604,7.6271,21.495,0.86206,2.3673,31.981,16.104,13.257
21.982,15.03,42.081,3.3944,5.9662,29.731,20.187,1.2414,15.485,7.0981,22.535,0.44101,8.6785,14.951,22.248,17.395,16.144,15.698,-8.4679,1.6413,6.2078,23.15,-0.40836,4.8153
11.982,-3.0225,20.949,27.216,1.7546,27.802,4.0459,3.5419,-9.8774,3.2576,12.163,18.122,13.669,15.341,30.319,15.076,1.9327,1.0964,-3.4771,8.9326,3.5176,11.239,11.874,3.2754
5.0615,13.49,27.869,4.1551,6.7453,10.511,14.046,5.8425,11.644,34.39,-0.52682,20.423,3.6878,15.73,21.487,25.076,-9.9784,11.857,-10.008,14.313,-3.7737,7.3985,13.414,-0.17543
19.292,10.41,36.311,15.305,10.975,28.192,17.107,15.824,3.5736,21.328,-3.588,33.094,12.148,0.36848,-4.2642,4.705,13.844,1.8757,11.514,-3.368,-5.3136,5.8586,15.343,8.2662
19.292,10.799,21.71,-10.057,14.816,14.741,-7.4755,15.824,14.724,24.779,2.553,35.024,-2.8429,17.27,21.098,-13.737,13.454,11.096,-3.8668,-6.0582,-15.314,0.088539,19.573,7.5055
6.991,-0.72193,17.498,-17.348,23.258,0.13943,3.2853,25.824,20.104,8.2669,14.854,17.732,-15.144,12.279,18.018,23.536,18.445,28.369,14.965,15.463,19.659,10.089,24.954,1.3459
4.6904,18.109,4.0473,2.6338,8.6563,13.98,8.276,18.143,10.104,28.23,19.065,10.812,0.2369,19.571,15.717,27.766,11.154,14.158,15.354,17.764,6.5974,13.15,10.723,-5.5558
7.7517,16.18,1.3571,7.9956,-4.405,25.891,25.567,11.612,7.043,-0.19322,-6.2782,-1.0989,15.599,7.2702,7.6468,15.466,9.224,26.458,29.176,6.2424,3.9072,5.4689,5.7327,15.186
